Country Name,Region,GDP_pc,GDP_pc_PPP,GDP_growth,LQI,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,HDI,Control of Corruption: Estimate,Control of Corruption: Percentile Rank,Government Effectiveness: Estimate,Government Effectiveness: Percentile Rank,Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Percentile Rank,Regulatory Quality: Estimate,Regulatory Quality: Percentile Rank,Rule of Law: Estimate,Rule of Law: Percentile Rank,Voice and Accountability: Estimate,Voice and Accountability: Percentile Rank,Government Quality
"Macao SAR, China",East Asia & Pacific,86197.3656943949,132654.896700257,-3.85348568225642,,,,,,,,,,,0.5682021409090909,72.05944727272727,1.113508118181818,83.25931954545455,0.8783448363636364,78.2049231818182,1.2738776772727272,85.80742363636362,0.7158210681818182,72.25999000000002,0.1442840636363636,52.10612363636363,0.7348824359470129
Morocco,Middle East & North Africa,3235.00066048238,7865.90652398288,1.3403970411036,0.385773296926416,34.36,50.93,46.69,33.83,12.6,36.3,69.34,90.04,0.686,-0.2499530090909091,48.30984590909091,-0.12105235,50.905809090909095,-0.3480318227272727,34.04123454545454,-0.1656875272727273,48.31528545454546,-0.1140880818181818,50.64673727272727,-0.6226912727272726,30.09902909090909,0.4714394017783047
Monaco,Europe & Central Asia,189487.14712838,,6.12377017891215,,,,,,,,,,,,,,,1.1210331944444445,86.68753333333332,,,0.8917695266666666,78.61140066666667,0.9140325272727274,76.22626590909091,0.7832547102751806
Moldova,Europe & Central Asia,4491.6888269382,13577.4065771993,5.36569849707125,,,,,,,,,,,-0.7137929000000001,26.95001136363636,-0.5774534545454546,32.35578954545454,-0.2228688727272727,38.13343636363636,-0.1723803,47.52372863636364,-0.3835433636363636,40.82058909090909,-0.1689364863636363,42.409186363636366,0.4456825439827207
Madagascar,Sub-Saharan Africa,522.989524271408,1687.06922724222,1.67412016147502,,,,,,,,,,0.528,-0.5587013136363637,34.86965272727272,-0.8328705318181817,23.590360090909087,-0.2523782909090908,37.50666409090909,-0.5329797227272727,33.44936227272727,-0.6227801454545454,30.814824545454545,-0.3294111772727273,38.21133227272727,0.4085514928736563
Maldives,South Asia,10561.6135113508,20335.5893322004,3.81320120539183,,,,,,,,,,0.74,-0.5184331954545456,36.03010636363636,-0.0434974818181818,52.177044090909085,0.3945125909090909,59.86900954545454,-0.0165355272727272,50.085001818181816,-0.2993354727272727,43.111382727272726,-0.6080273818181818,30.088261363636366,0.4935553546971272
Mexico,Latin America & Caribbean,9950.45008048459,19863.0272301481,-1.26011567224396,0.5073163901141217,38.62,46.32,72.83,35.35,8.69,39.29,58.46,84.01,0.779,-0.4780830181818183,38.14670727272727,0.1544822818181818,59.32810136363637,-0.6098796954545455,26.253769545454546,0.2967807772727273,62.43820863636363,-0.5120205681818182,35.616126818181826,0.1069889545454545,51.65986954545454,0.4956237243799943
Marshall Islands,East Asia & Pacific,4073.10982973584,4219.79343990091,5.95717198589657,,,,,,,,,,0.704,-0.3214356047619047,44.94887095238094,-1.2810369904761905,9.843768285714283,0.9574482111111112,81.25391777777776,-0.9091942523809524,18.856053333333332,-0.0454578181818181,52.29745727272728,1.1653506,86.85347909090909,0.520960698769053
North Macedonia,Europe & Central Asia,6070.38805358275,17565.2204712152,3.88655214622943,0.4001960372470768,35.44,59.13,55.83,31.38,12.49,26.3,79.69,76.3,0.774,-0.3397539227272727,44.30000590909091,-0.1490002727272727,48.93250909090909,-0.4724010272727273,31.528518181818185,0.1835628318181818,58.40282409090909,-0.3014422045454545,44.46090681818183,-0.0559276272727272,46.42744136363637,0.4917347397659042
Mali,Sub-Saharan Africa,879.043187300812,2419.88684123378,1.66395525277679,,,,,,,,,,0.434,-0.6753858636363637,29.143007272727274,-0.8675243181818181,20.758065,-0.6773013090909091,33.046614772727274,-0.4689800227272727,34.56682545454545,-0.4814710363636363,36.58740090909091,-0.0449206636363636,47.132957727272725,0.4049448633686463
Malta,Middle East & North Africa,30186.1959621979,45937.7001684606,1.47093023044587,0.3994959042218021,44.18,59.18,45.56,67.84,13.11,29.1,81.02,97.44,0.895,0.7780517500000002,76.3365159090909,1.0415855772727272,81.35384999999998,1.2457731727272727,92.13817863636363,1.18593655,84.9126609090909,1.3028923909090908,87.2597009090909,1.188332,87.74077818181819,0.8203338339639841
Myanmar,East Asia & Pacific,1271.1115749486,4940.15249914319,6.08461268337797,,,,,,,,,,0.583,-1.2204319090909088,10.919651872727274,-1.3323275863636364,7.226593863636364,-1.177687459090909,13.831475363636365,-1.6846038272727275,7.0400849,-1.3946655636363638,6.663887081818182,-1.681320709090909,7.556562899999999,0.1848874916548833
Montenegro,Europe & Central Asia,8910.65083414613,23097.316823303,4.09623694324546,,,,,,,,,,0.829,-0.1565178714285714,52.259926190476186,0.08862488125,57.80101125,0.31137654,56.76229133333334,0.071619775,56.25068124999999,-0.028480619047619,53.12751,0.0794772285714285,50.99621047619047,0.5543492186383886
Mongolia,East Asia & Pacific,4404.84583020208,13014.1129028497,3.80294008233133,,,,,,,,,,0.737,-0.4384057227272728,39.01060681818182,-0.3925513818181818,40.39595227272727,0.7137030681818182,70.63080954545454,-0.219534859090909,46.30653227272728,-0.1861975636363636,47.922067727272726,0.2621387409090909,56.622910909090905,0.5281970700692253
Mozambique,Sub-Saharan Africa,506.641639083046,1335.98641094402,-0.616865368058384,,,,,,,,,,0.456,-0.5971836045454547,32.58375318181818,-0.5998364136363636,31.82104,-0.1061272181818181,42.44829318181818,-0.5067709954545455,32.70130454545454,-0.7527371500000001,26.27720227272727,-0.2298609318181818,41.241944545454544,0.4225924426823241
Mauritania,Sub-Saharan Africa,1743.30290093768,5569.9952623887,2.89992206394601,,,,,,,,,,0.546,-0.6417730727272727,30.03438954545454,-0.6358926227272726,29.90941636363636,-0.427499309090909,32.71885590909091,-0.5504593999999999,31.61662227272728,-0.7253858454545454,26.43239318181818,-0.8469864045454544,24.235987272727275,0.3793989868862141
Martinique,,,,,,,,,,,,,,,0.9379405227272728,80.68662863636364,0.8509824500000001,77.60546454545452,0.7533310681818182,73.83282045454546,1.003570281818182,80.46069090909091,0.8375169954545455,77.26820227272728,0.6263900733333333,67.32128533333334,0.7480510999339833
Mauritius,Sub-Saharan Africa,11097.168977137,23836.9168863905,2.97917002128392,,,,,,,,,,0.804,0.3523447090909091,66.46869363636362,0.7522133772727273,75.00035636363636,0.9054766090909092,78.30509272727274,0.764973109090909,74.06125818181819,0.9195325,79.73784590909092,0.8484369727272726,73.25717318181819,0.7285811762621512
Malawi,Sub-Saharan Africa,591.846389556646,1602.14678205936,2.69981228160685,,,,,,,,,,0.483,-0.5799820227272727,33.26938,-0.5917820954545454,31.767355909090902,-0.0829418318181818,42.651195,-0.5691562409090909,30.99818454545454,-0.2569794090909091,45.35749545454546,-0.1969699863636363,41.570296363636366,0.4440625517777659
Malaysia,East Asia & Pacific,11432.8229973018,29623.4051587405,3.0608088603617,0.4588671847651053,55.3,44.29,70.14,37.02,9.78,37.22,62.11,57.48,0.81,0.2259004636363636,62.89680045454545,1.0116216,80.3791959090909,0.2126306409090909,53.2886,0.6115526818181818,70.52911772727272,0.48233755,66.19758363636366,-0.3647251590909091,36.15414909090908,0.6299847876135048
Namibia,Sub-Saharan Africa,5009.68590391401,10227.5826241438,-2.72466136719636,,,,,,,,,,0.646,0.3568533727272727,66.57175454545454,0.1424907909090909,59.78476181818183,0.6905571909090908,69.66035136363637,0.0781372727272727,55.455058636363646,0.2158484909090909,60.13316954545455,0.41993155,60.74951727272728,0.6184927697351755
Niger,Sub-Saharan Africa,554.099389259855,1276.15388335024,1.99706262597826,,,,,,,,,,0.394,-0.7327057772727272,26.11668863636364,-0.7562647000000001,24.400864318181814,-0.7902380772727273,23.497202909090905,-0.6110336545454544,29.14901590909091,-0.5990671363636363,32.67204136363636,-0.4584041045454546,34.41137136363636,0.3744051865133571
Nigeria,Sub-Saharan Africa,2229.8586518613,5352.67942303108,-0.379752402189268,0.0,9.34,36.16,48.49,30.49,16.11,61.97,88.32,60.75,0.539,-1.149053009090909,11.05448388636364,-1.029817540909091,14.519348636363636,-1.808705222727273,6.490540954545455,-0.8848178318181816,19.580569681818183,-1.1211822363636363,12.900049272727273,-0.6817972272727274,27.975541363636363,0.2606250977080647
Nicaragua,Latin America & Caribbean,1926.69969398276,5682.21597760341,-4.85210864564721,,,,,,,,,,0.66,-0.7859692590909091,24.274984090909086,-0.7868574090909092,22.635499545454547,-0.3345667363636364,34.82798090909091,-0.4107861227272726,37.61998818181819,-0.7699643681818181,25.694702727272727,-0.4044741181818181,36.171105454545454,0.393388786526783
Niue,,,,,,,,,,,,,,,-0.4679181599999999,38.86782000000001,-0.9923246,15.793552,1.2267526800000002,92.061162,-0.93646054,20.26214,-0.7642218599999999,26.20297,0.238475275,56.05433875,0.4683445500025083
Netherlands,Europe & Central Asia,52476.2732533327,59004.3249664016,1.28988912106223,0.930756843800322,87.99,72.12,75.56,75.66,7.15,27.4,25.07,87.11,0.944,2.034766181818182,96.08267954545455,1.876567863636364,96.93077590909093,1.0722351363636362,84.2821490909091,1.8261932727272725,97.63783909090913,1.8036134545454543,95.98232954545456,1.5380370454545458,97.47016909090908,0.9625283686336904
Norway,Europe & Central Asia,75719.7528965342,66799.1647159421,0.0679926261787642,0.8678148848281172,83.11,66.15,76.83,100.9,8.04,26.91,17.95,68.68,0.957,2.123565545454545,97.31377227272728,1.904615409090909,97.3157681818182,1.2845527272727273,94.20828772727272,1.5216664545454548,91.83061318181818,1.955241045454546,99.07671999999998,1.6194655909090911,98.99002636363636,0.9732776664279827
Nepal,South Asia,1194.95687572575,4119.92233935514,4.74451271488148,,,,,,,,,,0.602,-0.6854748318181817,28.14858272727273,-0.799651709090909,22.78782318181818,-1.2255837727272727,15.139691545454545,-0.6364806136363638,28.35575,-0.6000863818181819,31.27810363636364,-0.4867855863636364,32.891625909090905,0.354117874003628
Nauru,East Asia & Pacific,11029.7355824213,14099.4853537362,-0.798959494611665,,,,,,,,,,,-0.3658091857142858,42.61008214285714,-0.4422176142857142,37.58847285714285,0.9559815,80.92359444444445,-0.8051487,23.9212355,0.2213167045454545,56.07869954545456,0.8840468136363636,75.68483136363638,0.5577726239910564
New Zealand,East Asia & Pacific,42755.2162634522,45437.8889864425,0.0275641486978628,0.8707554435342715,83.63,56.7,73.32,74.52,7.96,30.78,23.62,96.69,0.931,2.2740313181818186,99.09677272727276,1.7631458181818185,94.72522363636368,1.3629345454545454,95.55642409090908,1.8461620909090903,98.08624909090908,1.8884050909090908,97.80463363636365,1.5634735,98.1383977272727,0.9853347547769816
Oman,Middle East & North Africa,17700.7034900714,32607.0154687216,-4.02112716672669,0.8488412798431701,84.24,80.01,58.23,49.42,4.59,22.76,37.21,67.22,0.813,0.4098306227272728,68.41062681818183,0.3083275818181818,64.00066727272727,0.7734495136363635,72.69005681818183,0.4619233863636364,66.633195,0.4812255681818182,66.1723909090909,-0.9858128363636364,20.431503636363637,0.5995183718980788
Pakistan,South Asia,1288.55632450434,4896.39314506171,-0.880818100199619,0.3509766855702583,26.63,57.99,59.58,19.92,14.33,37.84,73.67,70.36,0.557,-0.9314007545454548,18.45362418181818,-0.6123956727272727,30.915768636363644,-2.112528136363637,4.485815945454546,-0.6442720590909091,27.1806,-0.8019328090909089,23.61963136363636,-0.8615658454545454,23.90227727272727,0.2902949471553406
Panama,Latin America & Caribbean,15774.2549406847,32769.870319642,1.29253637338742,0.4332423160400475,33.09,56.08,61.15,51.43,11.18,37.12,58.72,67.84,0.815,-0.3461811863636364,44.328659090909085,0.1352286409090909,59.405973181818176,0.1208046863636363,50.29071454545456,0.4135175954545453,65.5047209090909,-0.1021582045454545,51.13753409090909,0.5242814727272727,64.44780818181817,0.5701750119051698
Peru,Latin America & Caribbean,7027.61220697723,13397.2739160483,0.565474347551628,0.1958972204718896,28.17,32.9,56.2,32.53,19.45,48.76,82.88,97.69,0.777,-0.3532876636363636,44.07929227272727,-0.2609885909090909,45.15399318181818,-0.7261187045454546,24.53398863636363,0.3866543909090909,65.09054863636365,-0.5737527227272728,32.88124090909091,0.0517480999999999,50.31595999999999,0.4775195069983699
Philippines,East Asia & Pacific,3485.3408438977,9291.72691519935,4.68037644699137,0.219141636911013,21.47,57.67,67.53,37.06,29.64,43.11,73.36,69.32,0.718,-0.5641621363636364,33.78776227272728,-0.0144251045454545,54.793114090909086,-1.2010421772727276,14.04070640909091,-0.0630942818181818,52.06635136363636,-0.4051702636363636,39.768772727272726,0.0575612681818181,49.82286363636363,0.4477115979820205
Palau,East Asia & Pacific,15232.4870840509,17957.7677385764,-2.38673482560449,,,,,,,,,,0.826,-0.4753943307692308,37.96165999999999,-0.4270304307692307,38.27611923076923,1.045492088888889,84.67696222222223,-0.5909212461538461,31.63429769230769,0.655453759090909,71.72887863636363,1.168784818181818,87.27868181818182,0.5964916783731885
Papua New Guinea,East Asia & Pacific,2820.30639650689,4474.68580450025,2.45900693393675,,,,,,,,,,0.555,-0.9381437545454544,18.235198409090916,-0.6583585636363637,28.5841,-0.6116350636363636,25.849470909090908,-0.5903537590909091,29.32195772727273,-0.8439894772727272,21.910005454545452,-0.0244143227272727,47.63905545454545,0.386119094909241
Poland,Europe & Central Asia,15732.2031311754,33797.7673600747,4.77053944228503,0.6131765035356718,59.95,70.21,57.76,38.95,11.21,31.81,54.74,76.03,0.88,0.5547058318181818,71.78768954545454,0.5664858363636364,71.10896545454547,0.6903392136363636,70.21258727272729,0.8769159727272726,76.96526727272727,0.6181176363636364,69.50948772727271,0.9461128090909092,77.48292545454547,0.7164717631322673
Puerto Rico,Latin America & Caribbean,32850.5486123592,36276.8423610096,1.47401058298671,0.5694181894559966,72.78,37.8,57.72,66.53,4.0,34.16,50.03,71.25,,0.5278526227272727,70.9440559090909,0.5379257954545453,68.76839045454547,0.4150862181818182,60.18234681818183,0.9968398909090908,80.43442363636363,0.7297038636363637,73.54081545454545,0.8123678090909091,73.16083545454545,0.7067566551091797
"Korea, Dem. People's Rep.",East Asia & Pacific,,,,,,,,,,,,,,-1.375019227272727,5.065409681818181,-1.7715336363636365,2.1015385863636364,-0.2189646181818181,38.272476818181815,-2.293094045454545,0.4811780863636363,-1.3866449545454549,7.585169863636364,-2.1832552272727277,0.1544096727272727,0.1541248806874026
Portugal,Europe & Central Asia,23330.817288932,36172.0725393171,2.65839260557085,0.7707064342225023,46.8,69.42,71.97,47.94,12.25,29.85,30.48,97.77,0.864,1.0323696590909093,81.99283954545454,1.0998670909090906,82.83658500000001,1.0156678954545455,82.19040272727274,0.9868339818181816,80.17261227272728,1.1393047727272727,84.59505045454546,1.2373017272727274,88.47779999999999,0.8106885870554997
Paraguay,Latin America & Caribbean,5380.9633218413,13149.0385702748,-1.65407082014168,,,,,,,,,,0.728,-1.0280828363636365,14.735671954545456,-0.8651583136363638,20.17244768181818,-0.5268238409090907,30.291870000000003,-0.460071459090909,34.90339090909091,-0.8208540045454548,23.274333636363643,-0.1720819909090909,42.72278681818182,0.37751872020689
West Bank and Gaza,Middle East & North Africa,3656.85827137011,6509.56833548333,-1.15161366535136,,,,,,,,,,,-0.2350770227272727,48.53987727272728,-0.8187781181818181,22.47897845454545,-1.7756802272727272,6.576582045454544,-0.3958909590909091,38.26877318181818,-0.3547446636363636,41.19567,-0.8465697863636362,24.11612954545455,0.3544233048027706
Qatar,Middle East & North Africa,62276.4286944365,93771.1253057061,-1.1032324087458,0.7147658055030456,93.67,86.22,73.53,62.81,6.18,30.15,59.9,36.03,0.848,0.8190763863636363,77.33103363636364,0.6910711636363637,73.61839272727273,0.9679593227272728,80.95856590909092,0.4718649409090909,67.49947409090909,0.6591325499999999,71.11296363636365,-0.9456254954545454,21.53642,0.6501808163087656
Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Europe & Central Asia,12899.3461112897,31901.4259622325,4.73858787008214,0.5666876706574249,48.12,71.21,56.21,35.24,10.44,33.56,58.64,77.62,0.828,-0.2565073136363636,48.410954545454544,-0.1900694636363636,47.99626136363637,0.2282270136363636,53.85566727272727,0.3946351227272727,65.38448045454545,0.0689733681818181,55.86722318181818,0.4418130636363636,61.566048181818175,0.5677380616231954
Russian Federation,Europe & Central Asia,11497.6492498593,29967.1288518394,2.07881130890352,,,,,,,,,,0.824,-0.9489570590909092,17.695582272727275,-0.3305609090909091,42.88950772727273,-0.941363768181818,17.949299545454547,-0.3708267318181818,38.68302136363637,-0.8381187090909091,22.42570590909091,-0.82635435,25.24939727272728,0.3615379192811341
Rwanda,Sub-Saharan Africa,820.149288558594,2321.71858979003,6.64358394861513,,,,,,,,,,0.543,0.1014731227272727,57.04809,-0.2483240909090909,44.89743409090909,-0.6020831590909091,30.587525454545457,-0.3619478727272728,39.52091045454546,-0.4610516136363634,38.69810672727273,-1.2727626363636362,12.87257618181818,0.4204158375979748
Saudi Arabia,Middle East & North Africa,23139.7979808237,48948.1740036301,-1.32503213598616,0.6798291675418329,91.85,75.28,60.92,50.41,2.79,28.33,63.8,45.98,0.854,-0.0002028727272727,57.221371818181815,-0.0418333045454545,54.10382590909091,-0.3605399318181818,33.741482727272725,0.0184404636363636,53.58372227272727,0.0972638681818181,57.00615818181818,-1.7051154090909093,4.907500136363636,0.4559852731459097
Sudan,Sub-Saharan Africa,610.927861513165,4350.06606227588,-4.48984342796072,,,,,,,,,,0.51,-1.300891759090909,7.370601786363637,-1.334809318181818,7.609564181818181,-2.1693715,3.166170313636364,-1.4117582272727272,6.779187136363637,-1.3522067727272729,7.149704045454545,-1.722644136363637,4.640788636363635,0.1514898419607584
Senegal,Sub-Saharan Africa,1430.14825900162,3503.6175482752,1.57049679945986,,,,,,,,,,0.512,-0.1738521045454545,50.549495,-0.2772039999999999,45.28537727272727,-0.2393558999999999,37.86470136363637,-0.1933851863636363,47.19016136363636,-0.1716230409090909,48.85746227272727,0.0971892409090909,51.21421863636363,0.4991068088895236
Singapore,East Asia & Pacific,65640.7079484985,102573.401768252,0.192150836011294,0.6941818945599664,91.34,72.36,71.07,83.98,17.49,41.22,33.31,57.45,0.938,2.1695929090909094,97.78130545454547,2.1669328636363634,99.22659272727272,1.258846740909091,91.89083045454548,1.9925501363636364,99.184755,1.643453181818182,93.00126636363638,-0.09010305,44.98923363636364,0.9203919386361258
Solomon Islands,East Asia & Pacific,2344.04897615315,2773.51236296948,-1.35921200161332,,,,,,,,,,0.567,-0.2337711272727273,48.07512772727273,-1.0793548666666666,15.373303000000003,0.2964123181818181,56.0718690909091,-1.1604687666666669,13.05434523809524,-0.4533665045454546,37.17803727272727,0.2454823863636363,55.69030045454545,0.4395885769413283
Sierra Leone,Sub-Saharan Africa,521.754836722241,1777.30389283304,3.05763409073658,,,,,,,,,,0.452,-0.8128402909090908,23.02705909090909,-1.219642227272727,9.434819318181816,-0.5012698727272727,32.71804586363636,-0.9802922227272728,17.278540999999997,-0.974484059090909,17.60888440909091,-0.3680958909090908,35.92974636363636,0.3364913696513409
El Salvador,Latin America & Caribbean,4167.73093878563,9147.26106629205,1.86206594609182,,,,,,,,,,0.673,-0.4648816636363637,39.07537590909091,-0.2882400545454545,43.95027727272728,-0.0209396,45.025597727272725,0.1295039672727272,57.282647727272725,-0.6607317318181818,29.69684136363637,0.0597964999999999,50.214875000000006,0.4871241372945945
San Marino,Europe & Central Asia,47731.2085399347,63420.3271352174,2.13285251799644,,,,,,,,,,,,,,,1.046032127777778,84.67696333333333,,,0.8917695266666666,78.61140066666667,1.1948402272727272,88.08283727272726,0.8004245190455239
Somalia,Sub-Saharan Africa,419.39480767891,1236.62580507746,5.03920506752881,,,,,,,,,,,-1.6305672272727272,1.2395074227272729,-2.1486499999999995,0.4800837227272728,-2.6463898636363643,1.2006593,-2.302979727272727,0.6132739045454545,-2.308642681818182,0.0218531454545454,-1.8861309090909093,2.8954791227272723,0.0
Serbia,Europe & Central Asia,7417.20364852201,18842.5260621411,4.89309425558007,0.4536161870755443,37.83,61.71,52.49,36.21,16.52,30.85,62.9,83.23,0.806,-0.4818527954545454,38.89193972727273,-0.2209156272727272,45.83054363636364,-0.4469817545454546,33.85812872727273,-0.2364503909090909,43.94925136363637,-0.524754118181818,36.50224454545455,-0.0257346136363636,47.18593181818182,0.4582919386767773
South Sudan,Sub-Saharan Africa,,,,,,,,,,,,,0.433,-1.5423330090909089,3.374202672727272,-2.1432834,0.47530073,-2.1334053,4.217594200000001,-1.8098461,3.345561300000001,-1.7703155,2.32304088,-1.652921,5.7780268,0.0780565448182153
São Tomé and Principe,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,Latin America & Caribbean,6853.69341077988,19841.8078062205,0.163586537511492,,,,,,,,,,0.738,-0.0793336045454545,53.59589181818182,-0.2708772318181818,44.70519181818182,0.2162977318181818,53.77677136363637,-0.5877880045454547,29.11858045454545,-0.1094115227272727,50.66897454545455,0.3641402863636364,59.514089090909096,0.5195989010602631
Slovak Republic,Europe & Central Asia,19303.5456581383,31966.5548434084,2.46660937052457,,,,,,,,,,,0.2392415590909091,63.58953454545454,0.7272755863636363,74.69392909090908,0.8974273727272728,78.37031818181818,0.922186718181818,78.2933959090909,0.4828859636363636,66.40763227272727,0.9017973363636362,74.69871045454545,0.7130569849633546
Slovenia,Europe & Central Asia,25942.9547741436,40670.8778673103,2.53409090453896,0.8163551074704193,59.48,77.35,65.25,53.88,11.5,26.48,22.88,77.56,0.917,0.9161041772727272,79.74209954545454,1.0104786954545455,80.94872818181817,1.0098492454545454,82.75451045454547,0.7967518772727273,75.77258227272728,1.0214260272727274,82.23066818181816,1.0543292227272727,81.79778590909092,0.781388815530523
Sweden,Europe & Central Asia,51939.4297445291,54598.7803541484,0.957561656419784,0.860183434852622,98.14,51.0,68.71,71.74,7.81,29.43,18.32,74.92,0.945,2.191459909090909,98.29386454545455,1.8804478181818176,96.73562590909091,1.188874722727273,90.611095,1.66855,94.93006318181818,1.8947914545454545,97.88414,1.5690351818181818,98.40885772727272,0.9726124334353476
Eswatini,Sub-Saharan Africa,3915.64346723669,9018.85428202091,1.55315112546384,,,,,,,,,,,-0.3152274772727273,45.34662,-0.6750883545454546,27.483443181818178,-0.2089186954545454,38.42509409090909,-0.5048468318181819,33.13608909090909,-0.5484483227272727,34.44904045454546,-1.3608467272727276,10.823450227272728,0.3883515374260461
Seychelles,Sub-Saharan Africa,16213.4807569248,28778.7914423181,0.296482430091345,,,,,,,,,,0.796,0.5049441454545455,70.46529636363637,0.2775426,63.87778545454545,0.8013799545454546,73.4945440909091,-0.3666941999999999,38.96889590909091,0.1663344272727273,58.98803545454544,0.1220333409090909,52.30083454545454,0.6018792042377928
Syrian Arab Republic,Middle East & North Africa,1334.37059333293,,2.98763280226586,,,,,,,,,,0.567,-1.1858478227272726,12.44408278181818,-1.1510374636363636,14.75507445454545,-1.3671432045454546,20.120602931818183,-1.344229122727273,9.965706409090911,-1.0732047636363635,20.36456190909091,-1.7564328181818183,4.485649727272727,0.210463752971575
Chad,Sub-Saharan Africa,709.54004317463,1646.42839054023,0.209664512309331,,,,,,,,,,0.398,-1.3649802727272726,4.962649818181818,-1.3045238863636366,9.696661,-1.4067548863636363,10.339666454545457,-1.0694253,13.770496590909088,-1.3530927727272728,7.199002227272725,-1.290440181818182,12.24444790909091,0.2141628137900983
Togo,Sub-Saharan Africa,893.352454121675,2211.63493452434,2.93818166189259,,,,,,,,,,0.515,-0.8733824681818182,21.077870909090908,-1.2281073636363635,9.862547045454546,-0.4390180272727272,31.604319090909097,-0.7607202045454545,23.62545227272728,-0.8267977000000001,22.70777818181818,-0.96030375,20.412196818181812,0.3268261571695874
Thailand,East Asia & Pacific,7817.00967118918,19233.8659169861,1.97689245743686,0.3397745571658614,31.56,60.69,77.65,43.21,21.74,39.62,75.52,69.45,0.777,-0.3319953,44.76759863636364,0.2933526818181818,64.2923590909091,-0.6932018045454545,26.32525931818181,0.2202389818181818,59.838792727272725,0.0479874863636363,55.467825,-0.4000929727272728,37.11343136363637,0.5030495666891921
Tajikistan,Europe & Central Asia,890.544402355733,3732.86906809322,4.86305682399173,,,,,,,,,,0.668,-1.222689772727273,8.921872727272728,-1.0589540772727273,13.82860581818182,-1.076025318181818,16.400508181818182,-1.1009056409090905,13.546189954545452,-1.2388906363636365,9.903412909090909,-1.459612909090909,8.550835909090909,0.240531509089054
Turkmenistan,Europe & Central Asia,7612.03518009452,16195.5387877252,4.66863745339606,,,,,,,,,,0.715,-1.403998409090909,4.709381681818181,-1.3152673954545453,7.93002540909091,0.1002143636363636,49.08568227272727,-1.9672431818181813,2.572963409090909,-1.465733272727273,5.075758727272727,-2.0503687272727267,1.513105459090909,0.2010990242635875
Timor-Leste,East Asia & Pacific,1583.71357646622,3780.04494563109,17.211410382627,,,,,,,,,,0.606,-0.5397088052631579,35.137513684210525,-1.0296023894736843,14.798324578947373,-0.308880865,36.925143000000006,-1.0743926684210527,14.231658368421051,-1.0263382454545456,16.70960740909091,-0.0263846772727272,48.340975863636366,0.3720027337851269
Tonga,East Asia & Pacific,4903.01213835449,6647.85899850289,-0.517228592727164,,,,,,,,,,0.725,-0.5032578904761906,37.30319133333333,-0.3364229238095237,42.45466904761905,0.7325962111111112,71.14121722222221,-0.623427542857143,28.85529571428571,0.1913337181818181,58.87969181818182,0.2777356954545454,57.03933909090908,0.5281722499745154
Trinidad and Tobago,Latin America & Caribbean,16637.1629387697,26920.144729383,-1.60945212003946,,,,,,,,,,0.796,-0.0487812272727272,55.27985,0.2510687636363636,62.83645636363637,0.0694188772727272,48.890150454545456,0.4008598818181818,64.11371954545454,0.0075492,54.31126136363636,0.571704,65.64345636363635,0.5912956358701607
Tunisia,Middle East & North Africa,3574.65402418454,11899.9563869168,0.278958759643274,0.4349226353007071,27.83,55.71,56.54,27.87,11.75,32.7,70.84,93.24,0.74,-0.1196360818181818,53.170745,0.1941144409090908,59.699101363636366,-0.2891865681818182,36.87866272727273,-0.1675454,47.05365136363636,-0.0388396954545454,52.65300000000001,-0.5339461227272726,32.90408390909091,0.4992399400146657
Turkey,Europe & Central Asia,9121.51516673708,26867.470307977,-0.427943737218101,0.5013652593992858,32.88,60.31,70.83,28.31,10.27,44.18,65.49,93.8,0.82,-0.1165729727272727,52.71039863636363,0.1406519318181817,59.46759318181819,-1.098203377272727,15.759934636363637,0.2273584227272727,60.200198636363645,-0.0358457636363636,52.63444000000001,-0.3061232863636363,39.22676954545455,0.4894916898983777
Tuvalu,East Asia & Pacific,4055.89560959738,4455.54263488144,8.34353517280346,,,,,,,,,,,-0.012240135,56.16505200000002,-0.56362022,32.4426765,1.316276888888889,96.03906055555554,-0.6326446699999998,29.8220356,0.80262945,76.03376545454545,0.9462078045454544,78.17386863636365,0.6165234966165941
"Taiwan, China",East Asia & Pacific,,,,,,,,,,,,,,0.7670848181818183,76.50641636363638,1.13834875,83.48455,0.7842182363636364,72.98774000000002,1.1427595045454544,83.75482090909091,0.9937171818181816,80.41834227272726,0.8746703863636364,74.50436454545455,0.7768779078596583
Tanzania,Sub-Saharan Africa,1085.88486002476,2773.15561377736,2.71933648559543,,,,,,,,,,,-0.5758793318181818,33.87969909090909,-0.5724141590909091,32.962512727272724,-0.3847064045454545,33.18588863636364,-0.4570431272727273,35.19889,-0.4063295772727272,39.59288409090909,-0.3279120227272727,38.0083840909091,0.4254386218020438
Uganda,Sub-Saharan Africa,798.585734133959,2275.21445635946,2.73474072805178,,,,,,,,,,0.544,-0.9325033227272728,18.594138181818185,-0.5243646636363636,35.39219090909091,-1.0179930772727273,16.674982,-0.1726554045454545,48.00053454545455,-0.4261191454545454,40.02792409090909,-0.6439951227272727,28.441660909090917,0.3840027299222221
